unique	title	level1	level2	words
335784262	【平日】长城岭滑雪场全天滑雪票（含雪具）	2	4	【 平日 】 长城 岭 滑雪场 全天 滑雪 票 （ 含 雪具 ）
330660757	【周末】多乐美地1天滑雪票（含雪具）	2	4	【 周末 】 多乐 美地 1 天 滑雪 票 （ 含 雪具 ）
329742646	[周末]云顶滑雪场1天滑雪票（含索道+雪具）	2	4	[ 周末 ] 云顶 滑雪场 1 天 滑雪 票 （ 含 索道 + 雪具 ）
336755056	[平日]渔阳滑雪场6小时票+自助午餐	2	4	[ 平日 ] 渔阳 滑雪场 6 小时 票 + 自助 午餐
333468521	【周末】渔阳滑雪场VIP全天滑雪通票	1	2	【 周末 】 渔阳 滑雪场 VIP 全天 滑雪 通票
329363546	【周末】渔阳滑雪场全天滑雪票	1	2	【 周末 】 渔阳 滑雪场 全天 滑雪 票
329363545	【周末】渔阳滑雪场全天票+雪服+柜子	2	4	【 周末 】 渔阳 滑雪场 全天 票 雪 服 + 柜子
337413583	【平日】延安必捷滑雪场成人票（2小时）	1	1	【 平日 】 延安 必 捷 滑雪场 成人 票 （ 2 小时 ）
336085095	[周末]驼山滑雪4小时票	1	2	[ 周末 ] 驼山 滑雪 4 小时 票
336085093	[周末]驼山滑雪3小时票	1	2	[ 周末 ] 驼山 滑雪 3 小时 票
336413154	白天池滑雪场3小时滑雪套票 — 成人票（周六至周日）	1	2	白天 池 滑雪场 3 小时 滑雪 套票 —   成人 票 （ 周六 至 周日 ）
337385839	六盘山周沟滑雪场次数卡（10次） - 成人票	5	4	六盘山 周 沟 滑雪场 次数 卡 （ 10 次 ） -   成人 票
337385837	六盘山周沟滑雪场雪季卡 - 成人票	4	4	六盘山 周 沟 滑雪场 雪 季卡 -   成人 票
334657226	青岛恒星滑雪场试营业17/18号周末三小时电子票上午场1	1	2	青岛 恒星 滑雪场 试营业 17 / 18 号 周末 三小时 电子票 上午 场 1
333359697	青岛恒星滑雪场试营业17/18号周末三小时电子票晚上场	1	2	青岛 恒星 滑雪场 试营业 17 / 18 号 周末 三小时 电子票 晚 上场
336721560	蓝调滑雪场成人平日全天滑雪	1	1	蓝调 滑雪场 成人 平日 全天 滑雪
331185403	蓝调庄园滑雪场周末四小时门票	1	2	蓝调 庄园 滑雪场 周末 四 小时 门票
332062188	牡丹江大湾滑雪场周末成人票（雪板3小时）	1	2	牡丹江 大湾 滑雪场 周末 成人 票 （ 雪板 3 小时 ）
329658164	沭阳官墩山滑雪场沭阳官墩山滑雪场 - 平日2小时	1	1	沭阳 官墩山 滑雪场 -   平日 2 小时
333359530	亚布力雪上飞驰摩托车10分钟成人票	3	4	亚布力 雪上 飞驰 摩托车 10 分钟 成人 票
337385519	即墨天泰滑雪场【周末3小时】（电子票）	1	2	即墨 天泰 滑雪场 【 周末 3 小时 】 （ 电子票 ）
337385516	【试营业12.24日】即墨天泰滑雪场【周末3小时】（电子票）	1	2	试营业 12.24 日 即墨 天泰 滑雪场 【 周末 3 小时 】 （ 电子票 ）
337385480	九天山国际滑雪场日场3小时（12.28-12.29）	1	4	九 天山 国际 滑雪场 日场 3 小时 （ 12.28-12.29 ）
332345197	伏羲岭滑雪场周末不限时节假日三小时票	1	4	伏羲 岭 滑雪场 周末 不限 时节 假日 三小时 票
337385447	【景点直销 】云顶滑雪场平日下午4小时滑雪+索道+雪具成人票	1	4	【 景点 直销   】 云顶 滑雪场 平日 下午 4 小时 滑雪 索道 + 雪具 成人 票
336412507	★★★★★【景点直销五秒出票】万龙滑雪场全天成人票（含雪具）	2	4	★ 【 景点 直销 五 秒 出票 】 万龙滑雪场 全天 成人 票 （ 含 雪具 ）
337057369	热高乐园滑雪场夜场票【1张门票 2人狂欢！】截止12月23日	1	4	热 高 乐园 滑雪场 夜场 票 【 1 张 门票   2 人 狂欢 ！ 】 截止 12 月 23 日
334656840	太舞滑雪场4小时索道票-周末	3	4	太 舞 滑雪场 4 小时 索道 票 - 周末
333681027	太舞滑雪场1天索道票-周末	3	4	太 舞 滑雪场 1 天 索道 票 - 周末
331780777	太舞滑雪场周末1.5天雪票（含雪具）	2	4	太 舞 滑雪场 周末 1.5 天雪 票 （ 含 雪具 ）
331473269	太舞滑雪场周末全天雪票（含雪具）	2	4	太 舞 滑雪场 周末 全天 雪 票 （ 含 雪具 ）
326830831	太舞滑雪场周末1.5天雪票	1	2	太 舞 滑雪场 周末 1.5 天雪 票
326830830	太舞滑雪场周末2天雪票	1	2	太 舞 滑雪场 周末 2 天雪 票
333993514	泾川天池四季国际滑雪场滑雪尊享套票成人票	1	4	泾川 天池 四 季 国际 滑雪场 滑雪 尊 享 套票 成人 票
305163834	【电子票-自动出票！】（周末）天鹅堡室内滑雪场成人票	1	2	【 电子票 - 自动 出票 ！ 】 （ 周末 ） 天鹅堡 室内 滑雪场 成人 票
337382542	【平日票  不限时】辽宁小马驹滑雪场滑雪成人票PT	1	1	【 平日   不限时 】 辽宁 小马驹 滑雪场 滑雪 成人 票 PT
335673665	【自动出票】莱芜雪野滑雪嬉雪园门票	1	4	【 自动 出票 】 莱芜 雪 野 滑雪 嬉 雪园 门票
337382234	【周末】照金滑雪场成人票（不限时）	1	2	【 周末 】 照 金 滑雪场 成人 票 （ 不限时 ）
337382232	【平日】照金滑雪场成人票（不限时）	1	1	【 平日 】 照 金 滑雪场 成人 票 （ 不限时 ）
336409060	吉林北大壶滑雪场3小时初级道滑雪+2小时雪圈体验票（含雪具+魔毯）	2	4	吉林 北大 壶 滑雪场 3 初级 道 滑雪 2 小时 雪 圈 体验 票 （ 含 雪具 + 魔毯 ）
328079308	吉林北大壶滑雪场高级道滑雪成人票（不含雪具）+索道	2	4	吉林 北大 壶 滑雪场 高级 道 滑雪 成人 票 （ 不含 雪具 ） + 索道
326827479	吉林北大壶滑雪场高级道滑雪成人票（含雪具）+索道	2	4	吉林 北大 壶 滑雪场 高级 道 滑雪 成人 票 （ 含 雪具 ） + 索道
337382052	大鸿寨滑雪门票（3小时）	1	4	大鸿寨 滑雪 门票 （ 3 小时 ）
337381907	【自动出票】智圣冰雪时代滑雪门票（平日票）	1	1	【 自动 出票 】 智圣 冰雪 时代 滑雪 门票 （ 平日 票 ）
337381906	【自动出票】智圣冰雪时代滑雪门票（周末票）	1	2	【 自动 出票 】 智圣 冰雪 时代 滑雪 门票 （ 周末 票 ）
337381831	齐陵蓝溪国际滑雪场全天滑雪成人票	1	4	齐陵 蓝 溪 国际 滑雪场 全天 滑雪 成人 票
336037996	齐陵蓝溪国际滑雪场 全天滑雪成人票(平日)	1	1	齐陵 蓝 溪 国际 滑雪场   全天 滑雪 成人 票 ( 平日 )
336037967	西安竹林畔滑雪场(周末3小时)	1	2	西安 竹林 畔 滑雪场 ( 周末 3 小时 )
337381695	西部长青滑雪场景区周末滑雪3小时门票	1	2	西部 长青 滑雪场 景区 周末 滑雪 3 小时 门票
334653267	【自动出票】青岛藏马山滑雪场门票（平日全天票）	1	1	【 自动 出票 】 青岛 藏 马山 滑雪场 门票 （ 平日 全天 票 ）
330261028	朝阳庙子沟滑雪场-平日滑雪票（周一至周五可用）	1	1	朝阳 庙子 沟 滑雪场 - 平日 滑雪 票 （ 周一 至 周五 可用 ）
337381548	延安宝塔山必捷滑雪场（周内不限时）	1	1	延安 宝塔山 必 捷 滑雪场 （ 周 内 不限时 ）
329998996	【周末】安康必捷滑雪场不限时儿童票	1	2	【 周末 】 安康 必 捷 滑雪场 不限时 儿童 票
337381416	莱芜雪野滑雪场平日成人票	1	1	莱芜 雪 野 滑雪场 平日 成人 票
335672565	【自动出票】莱芜雪野滑雪嬉雪园门票	1	4	【 自动 出票 】 莱芜 雪 野 滑雪 嬉 雪园 门票
335350893	九龙国家滑雪场4小时滑雪+九龙国际养生汤温泉4小时成人套票	2	4	国家 滑雪场 滑雪 + 九龙 国际 养生 汤 温泉 4 小时 成人 套票
332056439	日照浮来青滑雪场节假日三小时成人票	1	3	日照 浮 来 青 滑雪场 节假日 三小时 成人 票
238943883	浮来青滑雪场平日3小时滑雪票	1	1	浮 来 青 滑雪场 平日 3 小时 滑雪 票
333675179	呼兰河口滑雪成人票	1	4	呼兰 河口 滑雪 成人 票
337378083	亚布力新体委滑雪场滑雪2小时+雪服成人票	2	4	亚布力 新 体委 滑雪场 滑雪 2 小时 + 雪 服 成人 票
333674171	亚布力雪上飞驰摩托车10分钟成人票	3	4	亚布力 雪上 飞驰 摩托车 10 分钟 成人 票
203926975	【活动票】新体委滑雪4小时票	1	4	【 活动 】 新 体委 滑雪 4 小时 票
336405006	淄博淄川梓橦山滑雪场成人票节假日3小时＋餐厅代金劵10元	1	3	淄博 淄川 梓 橦 山 滑雪场 成人 票 节假日 3 小时 ＋ 餐厅 代金 劵 10 元
331465948	新疆南山蓝天度假滑雪场平日全天滑雪 - 成人票	1	1	新疆 南山 蓝天 度假 滑雪场 平日 全天 滑雪 -   成人 票
337377561	安阳嘉禾滑雪场周末元旦4小时门票	1	4	安阳 嘉禾 滑雪场 周末 元旦 4 小时 门票
337377426	【周末3小时】崂山北宅高山滑雪场（电子票）	1	2	【 周末 3 小时 】 崂山 北 宅 高山 滑雪场 （ 电子票 ）
327477330	浮来山双人票成人票*	1	4	浮来山 双人 成人 票 *
223146135	日照浮来青滑雪场全天成人票(周一至周五)	1	1	日照 浮 来 青 滑雪场 全天 成人 票 ( 周一 至 周五 )
331465138	济南世际园滑雪场日场成人票(周一至周五)	1	1	济南 世际 园 滑雪场 日场 成人 票 ( 周一 至 周五 )
203806636	雪都滑雪场周末全天滑雪票	1	2	雪 都 滑雪场 周末 全天 滑雪 票
336712230	沈阳怪坡滑雪场二阶段周末白天场滑雪票	1	2	沈阳怪坡 滑雪场 二 阶段 周末 白天 场 滑雪 票
327764761	沈阳怪坡滑雪场二期滑雪成人票（夜场）12.7-2.19	1	4	沈阳怪坡 滑雪场 二期 滑雪 成人 票 （ 夜场 ） 12.7-2.19
337376290	王屋山滑雪周末全天滑雪票	1	2	王屋山 周末 全天 滑雪 票
197156867	魅力龙江之[平日]帽儿山初中级滑雪道全天成人票（滑雪不限时）	1	1	魅力 龙江 之 [ 平日 ] 帽儿山 初中级 道 全天 成人 票 （ 滑雪 不限时 ）
337374825	北京云佛滑雪场—平日含餐-周一特惠票	2	4	北京 云 佛 滑雪场 — 平日 含餐 - 周一 特惠 票
337374823	北京云佛滑雪场—周末含餐-4小时	2	4	北京 云 佛 滑雪场 — 周末 含餐 - 4 小时
337374822	北京云佛滑雪场—平日含餐-4小时（周二至周五）	2	4	北京 云 佛 滑雪场 — 平日 含餐 - 4 小时 （ 周二 至 周五 ）
337374820	北京云佛滑雪场—周末含餐-全天	2	4	北京 云 佛 滑雪场 — 周末 含餐 - 全天
337374818	北京云佛滑雪场—节日-全天	1	3	北京 云 佛 滑雪场 — 节日 - 全天
337374816	北京云佛滑雪场—周末-4小时	1	2	北京 云 佛 滑雪场 — 周末 - 4 小时
337374813	北京云佛滑雪场—平日-4小时（周二至周五）	1	1	北京 云 佛 滑雪场 — 平日 - 4 小时 （ 周二 至 周五 ）
337374368	周末庙香山滑雪夜场门票	1	2	周末 庙 香山 滑雪 夜场 门票
334291901	庙香山滑雪3小时成人票【周一至周五，白天场】	1	1	庙 香山 滑雪 3 小时 成人 票 【 周一 至 周五 ， 白天 场 】
334645441	亚布力初级滑雪2小时+专业滑雪服滑雪镜+接送南站套票	2	4	亚布力 初级 2 小时 专业 滑雪服 滑雪 镜 + 接送 南站 套票
327473813	【哈尔滨】亚布力雅旺斯滑雪场4小时滑雪票	1	4	【 哈尔滨 】 亚布力 雅旺斯 滑雪场 4 小时 滑雪 票
337045841	热高乐园滑雪场夜场票【1张门票 2人狂欢！】截止12月23日	1	4	热 高 乐园 滑雪场 夜场 票 【 1 张 门票   2 人 狂欢 ！ 】 截止 12 月 23 日
336400324	玉龙湾滑雪场全天滑雪成人票(全区域A类产品)(周一至周五)	1	1	玉龙湾 滑雪场 全天 滑雪 成人 票 全 区域 A类 产品 ( 周一 至 周五 )
335343586	青岛金山滑雪场成人票(平日全天滑雪)	1	1	青岛 金山 滑雪场 成人 票 ( 平日 全天 滑雪 )
334645035	【预售】青岛金山滑雪场雪上乐园周末3小时	1	2	【 预售 】 青岛 金山 滑雪场 雪上 乐园 周末 3 小时
333669455	青岛金山滑雪场平日全天场电子票	1	1	青岛 金山 滑雪场 平日 全天 场 电子票
332049814	泰山温泉城+徂徕山滑雪通票	2	4	泰山 温泉 城 + 徂徕山 滑雪 通票
334644263	亚布力初级滑雪4小时+专业滑雪服滑雪镜+接送南站套票	2	4	亚布力 初级 4 小时 专业 滑雪服 滑雪 镜 + 接送 南站 套票
334644259	亚布力虎峰岭景区门票+初级滑雪2小时成人票	1	4	亚布力 虎 峰 岭 景区门票 + 初级 滑雪 2 小时 成人 票
335663422	16-17蓟洲国际滑雪场夜场滑雪票	1	4	16-17 蓟 洲 国际 滑雪场 夜场 滑雪 票
337372142	【景点直销 】云顶滑雪场平日下午4小时滑雪+索道+雪具成人票	2	4	【 景点 直销   】 云顶 滑雪场 平日 下午 4 小时 滑雪 索道 + 雪具 成人 票
334643548	【平日全天】百里荒滑雪场双板滑雪成人票	1	1	【 平日 全天 】 百里荒 滑雪场 双 板 滑雪 成人 票
333667733	【周末全天】百里荒滑雪场双板滑雪成人票	1	2	【 周末 全天 】 百里荒 滑雪场 双 板 滑雪 成人 票
333667685	长白山和平滑雪场延边和平滑雪场成人票(3小时)	1	4	长白山 延边 和平 滑雪场 成人 票 ( 3 小时 )
337371608	七步沟滑雪场成人票(元旦春节)	1	3	七步 沟 滑雪场 成人 票 ( 元旦春节 )
334289187	清凉山滑雪节假日3小时门票	1	3	清凉山 滑雪 节假日 3 小时 门票
332048348	[周末]清凉山滑雪场全天成人票	1	2	[ 周末 ] 清凉山 滑雪场 全天 成人 票
331459654	千山温泉滑雪场成人票（辽阳，鞍山，锦州，盘锦不可以使用）	1	4	千山 温泉 滑雪场 成人 票 （ 辽阳 鞍山 锦州 ， 盘锦 不可以 使用 ）
331172408	千山温泉滑雪场成人票（仅限沈阳、铁岭、抚顺地区使用）	1	4	千山 温泉 滑雪场 成人 票 （ 仅 限 沈阳 铁岭 、 抚顺 地区 使用 ）
337043545	弯道山滑雪场成人票【17-20试营业活动票】	1	4	弯道 山 滑雪场 成人 【 17-20 试营业 活动 票 】
333667244	西柏坡滑雪场周末门票(含雪具)	2	4	西柏坡 滑雪场 周末 门票 ( 含 雪具 )
335009579	大连安波滑雪场平日票	1	1	大连 安波 滑雪场 平日 票
337371076	【自动出票】济南九顶塔滑雪平日票（含游园）	1	1	【 自动 出票 】 济南 九顶塔 滑雪 平日 票 （ 含 游园 ）
332048177	泰山温泉城+徂徕山滑雪通票	2	4	泰山 温泉 城 + 徂徕山 滑雪 通票
337370856	即墨天泰滑雪场【周末3小时】（电子票）	1	2	即墨 天泰 滑雪场 【 周末 3 小时 】 （ 电子票 ）
334642613	【预售试营业】天泰滑雪场电子票平日全天	1	1	【 预售 试营业 】 天泰 滑雪场 电子票 平日 全天
331767193	青岛天泰滑雪平日全天电子票	1	1	青岛 天泰 滑雪 平日 全天 电子票
337369318	【周末】照金滑雪场成人票（不限时）	1	2	【 周末 】 照 金 滑雪场 成人 票 （ 不限时 ）
337369317	【平日】照金滑雪场成人票（不限时）	1	1	【 平日 】 照 金 滑雪场 成人 票 （ 不限时 ）
337368183	七步沟滑雪场成人票(元旦春节)	1	3	七步 沟 滑雪场 成人 票 ( 元旦春节 )
333248698	蓝调滑雪场成人周末节假日全天滑雪票普通票*	1	4	蓝调 滑雪场 成人 周末 节假日 全天 滑雪 普通 票 *
211125676	多乐美地滑雪场节假日4小时（自带板）	1	3	多乐 美地 滑雪场 节假日 4 小时 （ 自带 板 ）
336023798	【平日】多乐美地1.5天滑雪票（含雪具）	2	4	【 平日 】 多乐 美地 1.5 天 滑雪 票 （ 含 雪具 ）
336023796	【平日】多乐美地1天滑雪票（含雪具）	2	4	【 平日 】 多乐 美地 1 天 滑雪 票 （ 含 雪具 ）
325865873	多乐美地滑雪场周末2天（含板）	1	2	多乐 美地 滑雪场 周末 2 天 （ 含 板 ）
199474718	多乐美地滑雪场周末1.5天（含板）	1	2	多乐 美地 滑雪场 周末 1.5 天 （ 含 板 ）
191097091	多乐美地滑雪场平日4小时（自带板）	1	1	多乐 美地 滑雪场 平日 4 小时 （ 自带 板 ）
334978065	蓝调滑雪场成人周末节假日4小时滑雪票	1	4	蓝调 滑雪场 成人 周末 节假日 4 小时 滑雪 票
334173350	蓝调庄园滑雪场温泉+周末节假日4小时滑雪套票（含餐）	2	4	蓝调 庄园 滑雪场 温泉 + 周末 节假日 4 小时 滑雪 套票 （ 含餐 ）
337039447	烟台塔山滑雪场滑雪2小时成人票(周六至周日)	1	2	烟台 塔山 滑雪场 滑雪 2 小时 成人 票 ( 周六 至 周日 )
337366638	L吉林莲花山滑雪场周末全天滑雪-成人票（周六日）	1	2	L 吉林 莲花山 滑雪场 周末 全天 滑雪 - 成人 票 （ 周六 日 ）
191428027	莲花山滑雪场全天滑雪票【周一至周五】	1	1	莲花山 滑雪场 全天 滑雪 票 【 周一 至 周五 】
337366446	江南天池滑雪2小时  团队 【周末】	1	2	江南 天池 滑雪 2 小时 团队   【 周末 】
337365892	渔阳国际滑雪场平日全天滑雪成人票	1	1	渔阳 国际 滑雪场 平日 全天 滑雪 成人 票
335335884	怀北国际滑雪场平日周四滑雪成人票（含雪具）当天16:00	2	4	怀 北 国际 滑雪场 平日 周四 滑雪 成人 票 （ 含 雪具 ） 当天 16 : 00
335003973	怀北国际滑雪场周末节假日滑雪票【平日周末及节假日通用】	1	4	怀 北 国际 滑雪场 滑雪 票 【 平日 周末 及 节假日 通用 】
334283339	怀北国际滑雪场平日周五滑雪成人票（含雪具）	2	4	怀 北 国际 滑雪场 平日 周五 滑雪 成人 票 （ 含 雪具 ）
337365565	【自动出票】茶山滑雪场成人票（元旦2小时）	1	3	【 自动 出票 】 茶山 滑雪场 成人 票 （ 元旦 2 小时 ）
337365563	【自动出票】茶山滑雪场成人票（周末票）	1	2	【 自动 出票 】 茶山 滑雪场 成人 （ 周末 票 ）
336700869	16-17温都水城滑雪场节假日滑雪票	1	3	16-17 温都水城 滑雪场 节假日 滑雪 票
337364091	太伟滑雪场节假日套票（单人全天初级滑道+雪具+门票）	2	4	太伟 滑雪场 节假日 套票 （ 单人 全天 初级 滑道 雪具 + 门票 ）
329314068	呼和浩特太伟滑雪场初级道节日滑雪2小时票	1	3	呼和浩特 太伟 滑雪场 初级 道 节日 滑雪 2 小时 票
336699789	沈阳棋盘山滑雪场周末夜场2小时成人票	1	2	沈阳 棋盘山 滑雪场 周末 夜场 2 小时 成人 票
337363818	万龙滑雪场3天平日周末自带板滑雪票	1	4	万龙滑雪场 3 天 平日 周末 自带 板 滑雪 票
337363815	万龙滑雪场1.5天缆车票成人票	3	4	万龙滑雪场 1.5 天 缆车 成人 票
334635685	河北张家口万龙滑雪场平日/周末2天滑雪票-自带板	1	4	河北 张家口 万龙滑雪场 平日 / 周末 2 天 滑雪 票 - 自带 板
328370032	河北张家口万龙滑雪场平日/周末4小时滑雪票-自带板	1	4	河北 张家口 万龙滑雪场 平日 / 周末 4 小时 滑雪 票 - 自带 板
334635493	棋盘山滑雪场全天滑雪大学生票(9:00-21:00)【平时】	1	1	棋盘山 滑雪场 全天 滑雪 大学生 票 ( 9 00-21 : 00 ) 【 平时 】
337363519	[平日]北京万龙八易滑雪场6小时票（含雪服+柜子）	2	4	[ 平日 ] 北京 万龙 八 易 滑雪场 6 小时 票 （ 含 雪 服 + 柜子 ）
335654226	北京万龙八易滑雪场周末6小时租板滑雪票	1	2	北京 万龙 八 易 滑雪场 周末 6 小时 租 板 滑雪 票
313721086	【联票】柯岩3景点 +乔波滑雪门票（送20元餐券）	1	4	【 联 票 】 柯岩 3 景点   + 乔波 滑雪 门票 （ 送 20 元 餐券 ）
308450643	【联票】柯岩3景点 +乔波滑雪门票（送20元餐券）	1	4	【 联 票 】 柯岩 3 景点   + 乔波 滑雪 门票 （ 送 20 元 餐券 ）
332040137	九龙国家滑雪场4小时滑雪+九龙国际养生汤温泉4小时成人套票	2	4	国家 滑雪场 滑雪 + 九龙 国际 养生 汤 温泉 4 小时 成人 套票
334280322	千山温泉滑雪场成人票（送温泉）不限制身份证	2	4	千山 滑雪场 成人 票 （ 送 温泉 ） 不限制 身份证
313719872	【联票】柯岩3景点 +乔波滑雪门票（送20元餐券）	1	4	【 联 票 】 柯岩 3 景点   + 乔波 滑雪 门票 （ 送 20 元 餐券 ）
308449256	【联票】柯岩3景点 +乔波滑雪门票（送20元餐券）	1	4	【 联 票 】 柯岩 3 景点   + 乔波 滑雪 门票 （ 送 20 元 餐券 ）
337361169	亚布洛尼（朝阳公园）雪场（周末全天）滑雪票	1	2	亚 布洛 尼 朝阳公园 雪 场 （ 周末 全天 ） 滑雪 票
216349947	东北亚滑雪场学生票日场票	1	4	东北亚 滑雪场 学生票 日场 票
332038314	[周末]清凉山滑雪场全天成人票	1	2	[ 周末 ] 清凉山 滑雪场 全天 成人 票
336386545	★★春节’松花湖/北大壶（二选一）全天索道滑雪票（不含雪具）	3	4	★ 春节 ’ 松花湖 / 北大 壶 二 选 一 全天 索道 滑雪 票 （ 不含 雪具 ）
336386538	吉林北大壶滑雪场3小时初级道滑雪+2小时雪圈体验票（含雪具+魔毯）	2	4	吉林 北大 壶 滑雪场 3 初级 道 滑雪 2 小时 雪 圈 体验 票 （ 含 雪具 + 魔毯 ）
326805444	吉林北大壶滑雪场高级道滑雪成人票（含雪具）+索道	2	4	吉林 北大 壶 滑雪场 高级 道 滑雪 成人 票 （ 含 雪具 ） + 索道
337358181	朝阳公园亚布洛尼滑雪场周末单人戏雪欢乐套票	1	2	朝阳公园 亚 布洛 尼 滑雪场 周末 单人 戏 雪 欢乐 套票
337357586	【哈尔滨】名都滑雪场两小时滑雪门票	1	4	【 哈尔滨 】 名都 滑雪场 两小时 滑雪 门票
336384295	平山神鹿滑雪场周末全天滑雪票	1	2	平山 神鹿 滑雪场 周末 全天 滑雪 票
189399029	魅力龙江之哈尔滨平山神鹿滑雪场门票4小时门票	1	4	魅力 龙江 之 哈尔滨 平山 神鹿 滑雪场 4 小时 门票
337356708	【无需预约】蓟北玉龙滑雪场（平日）单人滑雪票	1	1	【 无需 预约 】 蓟 北 玉龙滑雪场 （ 平日 ） 单人 滑雪 票
337028846	莲花山滑雪场晚场滑雪+雪具成人票	2	4	莲花山 滑雪场 晚场 滑雪 + 雪具 成人 票
212117262	北极光滑雪场平日4小时票	1	1	北极光 滑雪场 平日 4 小时 票
333279540	徂徕山滑雪场成人票（周末）	1	2	徂徕山 滑雪场 成人 票 （ 周末 ）
331109187	北京八达岭滑雪雪域飘香（周末全天）滑雪含餐票	2	4	北京 八达岭 雪域 飘香 （ 周末 全天 ） 滑雪 含餐 票
331109186	北京八达岭滑雪雪域飘香（平日全天）滑雪含餐票	2	4	北京 八达岭 雪域 飘香 （ 平日 全天 ） 滑雪 含餐 票
331109184	北京八达岭滑雪流连冰雪（平日4小时）滑雪票	1	1	北京 八达岭 流连 冰雪 （ 平日 4 小时 ） 滑雪 票
331109183	北京八达岭滑雪晚场滑雪票	1	4	北京 八达岭 晚场 滑雪 票
331109181	北京八达岭滑雪戏雪娱乐联票	1	4	北京 八达岭 滑雪 戏 雪 娱乐 联 票
331109180	北京八达岭滑雪雪浴佳人（周末全天）滑雪含温泉票	2	4	北京 八达岭 雪 浴 佳人 （ 周末 全天 ） 滑雪 含 温泉 票
331109178	北京八达岭滑雪放纵冰雪（周末全天）滑雪票	1	2	北京 八达岭 放纵 冰雪 （ 周末 全天 ） 滑雪 票
331109177	北京八达岭滑雪放纵冰雪（平日全天）滑雪票	1	1	北京 八达岭 放纵 冰雪 （ 平日 全天 ） 滑雪 票
329868487	北京渔阳国际滑雪场-平日全天滑雪票	1	1	北京 渔阳 国际 滑雪场 - 平日 全天 滑雪 票
329868484	北京渔阳国际滑雪场-平日全天含雪服柜子套票	2	4	北京 渔阳 国际 滑雪场 - 平日 全天 含 雪 服 柜子 套票
329868483	北京渔阳国际滑雪场-周末全天含雪服柜子套票	2	4	北京 渔阳 国际 滑雪场 - 周末 全天 含 雪 服 柜子 套票
196116428	亚布力亚雪8小时滑雪票	1	4	亚布力 亚雪 8 小时 滑雪 票
336132371	[平日]太舞滑雪场1天滑雪票（含索道）	2	4	[ 平日 ] 太 舞 滑雪场 1 天 滑雪 票 （ 含 索道 ）
335712558	[周末]静之湖滑雪场全天票	1	2	[ 周末 ] 静之湖 滑雪场 全天 票
336488691	【周末-3小时】白天池滑雪场成人套票	1	2	【 周末 - 3 小时 】 白天 池 滑雪场 成人 套票
330337493	[平日周末通用]万龙滑雪场1.5天滑雪票（含租板）	1	4	[ 平日 周末 通用 ] 万龙滑雪场 1.5 天 滑雪 票 （ 含 租 板 ）
329432399	石京龙滑雪+圣世苑温泉双人套票（赠送圣世苑酒店标准间一晚）	2	4	石京龙 滑雪 + 温泉 双人 套票 （ 赠送 圣世苑 酒店 标准间 一晚 ）
333393042	鸣翠湖滑雪场情侣滑雪套票（两人）	1	4	鸣 翠湖 滑雪场 情侣 滑雪 套票 （ 两人 ）
332131051	【平日】照金滑雪场嬉雪成人票（不限时）	1	1	【 平日 】 照 金 滑雪场 嬉 雪 成人 票 （ 不限时 ）
331550449	【节假日】照金滑雪场成人票（3小时）	1	3	【 节假日 】 照 金 滑雪场 成人 票 （ 3 小时 ）
325029497	[周末/节假日]南山滑雪场半天滑雪票	1	4	[ 周末 / 节假日 ] 南山 滑雪场 半天 滑雪 票
335710725	[周末]静之湖滑雪场4小时票	1	2	[ 周末 ] 静之湖 滑雪场 4 小时 票
329715864	[周末]静之湖滑雪场全天票+静之湖温泉	2	4	[ 周末 ] 滑雪场 全天 票 + 静之湖 温泉
330322150	[平日]八达岭滑雪全天票+龙庆峡冰灯	1	1	[ 平日 ] 八达岭 滑雪 全天 票 + 龙庆峡 冰灯
337135877	[周末]安阳嘉禾滑雪场4小时成人票	1	2	[ 周末 ] 安阳 嘉禾 滑雪场 4 小时 成人 票
330322544	[平日]八达岭滑雪全天票+龙庆峡冰灯	1	1	[ 平日 ] 八达岭 滑雪 全天 票 + 龙庆峡 冰灯
337135713	【促销】九天山滑雪场成人票	1	4	【 促销 】 九 天山 滑雪场 成人 票
336089090	[周末]美林谷滑雪场成人票	1	2	[ 周末 ] 美林 谷 滑雪场 成人 票
334335554	【平日】长城岭滑雪场4小时滑雪票（自带雪具）	1	1	【 平日 】 长城 岭 滑雪场 4 小时 滑雪 票 （ 自带 雪具 ）
334719774	石京龙滑雪+圣世苑温泉单人套票（赠送圣世苑酒店标准间一晚）	2	4	石京龙 滑雪 + 温泉 单人 套票 （ 赠送 圣世苑 酒店 标准间 一晚 ）
326560993	【节假日】多乐美地4小时滑雪票（含雪具）	2	4	【 节假日 】 多乐 美地 4 小时 滑雪 票 （ 含 雪具 ）
336771898	【周末&节假日】濮上园成人滑雪票4小时	1	4	【 周末 & 节假日 】 濮上园 成人 滑雪 票 4 小时
331550295	【节假日】照金滑雪场成人票（3小时）	1	3	【 节假日 】 照 金 滑雪场 成人 票 （ 3 小时 ）
335089834	[节假日]蓝天滑雪场成人票	1	3	[ 节假日 ] 蓝天 滑雪场 成人 票
337101518	六盘山周沟滑雪场会员卡	5	4	六盘山 周 沟 滑雪场 会员卡
337101516	六盘山周沟滑雪场雪季卡	4	4	六盘山 周 沟 滑雪场 雪 季卡
336474481	【平日】九城宫滑雪3.5小时成人票	1	1	【 平日 】 九城宫 滑雪 3.5 小时 成人 票
